1547626186 1 0 0 0 0 0 0 0 0 0 0
1547809988 108 0 0 0 0 0 0 0 0 0 0
1547810063 122 0 0 0 0 0 0 0 0 0 0
1548001147 122 3 0 0 0 0 0 0 0 0 0
1548006988 122 3 0 0 0 0 0 0 0 0 0
1548010949 122 103 0 0 0 0 0 0 0 0 0
1548177650 137 103 0 0 0 0 0 0 0 0 0
1548177758 218 103 0 0 0 0 0 0 0 0 0
1548178127 218 103 0 0 0 0 0 0 0 0 0
1548178273 266 103 0 0 0 0 0 0 0 0 0
1548178758 266 103 0 0 0 0 0 0 0 0 0
1548187952 287 103 0 0 0 0 0 0 0 0 0
1548187984 291 103 0 0 0 0 0 0 0 0 0
1548187995 300 103 0 0 0 0 0 0 0 0 0
1548188022 343 103 0 0 0 0 0 0 0 0 0
1548188099 343 103 0 0 0 0 0 0 0 0 0
1548241019 343 103 0 0 0 0 0 0 0 0 0
1548250283 343 103 0 0 0 34 0 0 0 0 0
1548252162 501 103 0 0 0 34 0 0 0 0 0
1548252178 826 103 0 0 0 34 0 0 0 0 0
1548252293 826 103 0 0 0 34 0 0 0 0 0
1548252381 826 103 0 0 0 34 0 0 0 0 0
1548252961 826 103 0 0 0 34 0 0 0 0 0
1548253165 826 103 0 0 0 34 0 0 0 0 0
1548253673 829 103 0 0 0 34 0 0 0 0 0
1548256346 829 103 0 0 0 188 0 0 0 0 0
1548257636 829 103 0 0 0 246 0 0 0 0 0
1548284299 829 104 0 0 0 246 0 0 0 0 0
1548284385 829 107 0 0 0 246 0 0 0 0 0
1548284644 829 110 0 0 0 246 0 0 0 0 0
1548284754 829 110 0 0 0 246 0 0 0 0 0
1548284945 829 114 0 0 0 246 0 0 0 0 0
1548288917 829 145 0 0 0 246 0 0 0 0 0
1548289056 829 147 0 0 0 246 0 0 0 0 0
1548340339 1038 147 0 0 0 246 0 0 0 0 0
1548369122 1038 242 0 0 0 246 0 0 0 0 0
1548413061 1038 256 0 0 0 246 0 0 0 0 0
1548427520 1038 316 0 0 0 246 0 0 0 0 0
1548433564 1038 316 0 0 0 247 0 0 0 0 0
1548511432 1038 316 0 0 0 247 0 0 0 0 0
1548512640 1042 316 0 0 0 247 0 0 0 0 0
1548512698 1046 316 0 0 0 247 0 0 0 0 0
1548513095 1047 316 0 0 0 247 0 0 0 0 0
1548513157 1047 316 0 0 0 247 0 0 0 0 0
1548528400 1206 316 0 0 0 247 0 0 0 0 0
1548528496 1206 316 0 0 0 247 0 0 0 0 0
1548528835 1533 316 0 0 0 247 0 0 0 0 0
1548529004 2334 316 0 0 0 247 0 0 0 0 0
1548529894 2334 316 0 0 0 247 0 0 0 0 0
1548530397 2340 316 0 0 0 247 0 0 0 0 0
1548530460 2342 316 0 0 0 247 0 0 0 0 0
1548530747 2344 316 0 0 0 247 0 0 0 0 0
1548530847 2344 316 0 0 0 247 0 0 0 0 0
1548592383 2344 316 0 0 0 380 0 0 0 0 0
1548592955 2344 316 0 0 0 410 0 0 0 0 0
1548598875 2440 316 0 0 0 410 0 0 0 0 0
1548599604 2449 316 0 0 0 410 0 0 0 0 0
1548600240 2450 316 0 0 0 410 0 0 0 0 0
1548607442 2450 316 0 0 0 464 0 0 0 0 0
1548610733 2450 316 0 0 0 464 0 0 5 0 0
1548612037 2450 316 0 0 0 464 0 0 53 0 0
1548615843 2450 316 0 0 0 464 0 0 96 0 0
1548668511 2450 316 0 0 0 499 0 0 96 0 0
